MOMO Title,Product Title,Similarity
【豆之家】整大袋 航空米果✈️ Hello Kitty 米果超取一單限4袋🔺奶素 Mido 翠果子,"TRYGOODZ 翠菓子 HELLO KITTY 綜合米果 14包, 196g, 1袋",0.4641237258911133
【豆之家】Mido航空米果 空軍一號｜翠果子(14Gx36包/袋),"TRYGOODZ 翠菓子 MIDO航空版綜合米菓, 180g, 1包",0.4642232358455658
【翠果子】Mido航空綜合米果(經濟艙/商務艙/頭等艙/日式綜合米果/相撲米果),"翠菓子 MIDO商務艙航空米果, 15g, 50包",0.46708622574806213
【美式賣場】翠果子 航空米果綜合禮盒X2盒(20G*30入),"TRYGOODZ 翠菓子 航空米果 20包, 280g, 1盒",0.47356462478637695
【翠果子】豆之家日本櫻花開運米果量販箱(20G*60包),"TRYGOODZ 翠菓子 航空米果 20包, 280g, 1盒",0.4532557725906372
【翠果子】豆之家日本櫻花開運米果箱20G*60包(中元/拜拜箱),"TRYGOODZ 翠菓子 航空米果 20包, 280g, 1盒",0.4542553722858429
【豆之家】翠果子Mido航空綜合米果-2袋｜五款任選(頭等艙/商務艙/經濟艙/日式綜合米果/相撲米果),"翠菓子 MIDO商務艙航空米果, 15g, 100包",0.4523899257183075
【翠果子】綜合米果 20G*30入豆之家 米果 航空米果 海苔捲 小米酥 醬燒米果 烘烤杏仁 日式 點心 送禮,"TRYGOODZ 翠菓子 走走寶島旅行米果禮盒 25包, 鹽味杏仁 + 醬燒米果 + 角小酥 + 海苔卷 + 原味米香, 1盒",0.4583757221698761
【翠果子】翠果子-Hello Kitty草莓優格風味棒｜翠俽子(18G/盒X10),"TRYGOODZ 翠菓子 HELLO KITTY 綜合米果 14包, 196g, 1袋",0.4424532353878021
【豆之家】翠果子｜天天Bite綜合堅果禮盒｜無調味｜膳食纖維｜年節禮盒｜伴手禮｜翠菓子(22小包/盒),"TRYGOODZ 翠菓子 天天Bites綜合堅果 22包, 550g, 1袋",0.4429740607738495
【豆之家】翠果子-Mido航空米果 空軍一號X2袋(14Gx36包/袋),"TRYGOODZ 翠菓子 MIDO航空版綜合米菓, 180g, 1包",0.4588293731212616
【豆之家】翠果子Mido航空版綜合米果X2｜四款任選｜翠俽子(航空版綜合米果｜原味豆｜哇沙米豆｜醬燒豆),"TRYGOODZ 翠菓子 MIDO航空版綜合米菓, 180g, 1包",0.43684008717536926
翠果子 綜合米果 一箱30包X20公克(翠果子 綜合米果),"TRYGOODZ 翠菓子 航空米果 20包, 280g, 1盒",0.4669954478740692
【翠果子】豆之家日本櫻花開運米果量販箱2箱組20Gx60包/箱(中元/拜拜箱),"TRYGOODZ 翠菓子 航空米果 20包, 280g, 1盒",0.44330891966819763
【豆之家】翠果子Mido航空綜合米果-1袋｜五款任選(頭等艙/商務艙/經濟艙/日式綜合米果/相撲米果),"翠菓子 MIDO商務艙航空米果, 15g, 100包",0.45312702655792236
【美式賣場】翠果子 杏仁海苔天婦羅點心包(25公克X20包),"九福 海苔燒果子, 114g, 4包",0.4142643213272095
【翠果子】Mido 航空米果(頭等艙/商務艙/經濟艙/日式綜合米果/相撲米果/空軍一號),"翠菓子 MIDO商務艙航空米果, 15g, 50包",0.4602014124393463
【豆之家】翠果子-Mido航空米果 3袋組(頭等艙/商務艙/經濟艙/日式綜合米果/相撲米果),"翠菓子 MIDO商務艙航空米果, 15g, 100包",0.457165002822876
【翠果子】Mido 航空米果*2袋(口味任選),"翠菓子 MIDO 頭等艙航空米果, 15g, 20包",0.4779600203037262
【豆之家】翠果子｜天天Bite綜合堅果禮盒X8盒｜無調味｜膳食纖維｜年節禮盒｜伴手禮｜翠俽子(22小包/盒),"TRYGOODZ 翠菓子 天天Bites綜合堅果 22包, 550g, 1袋",0.43154317140579224
【翠果子】翠果子-Hello Kitty草莓優格風味棒｜翠俽子(18G/盒X8),"TRYGOODZ 翠菓子 HELLO KITTY 綜合米果 14包, 196g, 1袋",0.44230929017066956
【翠果子】翠果子-Hello Kitty草莓優格風味棒｜翠俽子(18G/盒X9),"TRYGOODZ 翠菓子 HELLO KITTY 綜合米果 14包, 196g, 1袋",0.44436609745025635
【美式賣場】豆之家 翠果子 航空米果綜合禮盒X4盒(20Gx30包/盒),"TRYGOODZ 翠菓子 航空米果 20包, 280g, 1盒",0.4584372043609619
【豆之家】翠果子｜天天Bite綜合堅果X1袋｜無調味｜膳食纖維｜植物蛋白質｜隨手包｜翠菓子(22小包/袋),"TRYGOODZ 翠菓子 天天Bites綜合堅果 22包, 550g, 1袋",0.449814110994339
【翠果子】Hello Kitty綜合米果(14Gx14包),"TRYGOODZ 翠菓子 HELLO KITTY 綜合米果 14包, 196g, 1袋",0.4806322753429413
【美式賣場】翠果子 杏仁海苔天婦羅點心包(25公克X20包X1盒),"九福 海苔燒果子, 114g, 4包",0.41161784529685974
【豆之家】翠果子Mido航空版綜合米果X4｜四款任選｜翠俽子(航空版綜合米果｜原味豆｜哇沙米豆｜醬燒豆),"TRYGOODZ 翠菓子 MIDO航空版綜合米菓, 180g, 1包",0.43605729937553406
【豆之家】翠果子｜原味豆｜膳食纖維｜植物蛋白質｜碗豆｜純素 ｜翠菓子(270G/袋X3),"天六 綜合2袋大包裝豆果子 好味餅 14包 + 北海之為綜合豆餅16包, 730g, 1袋",0.4025641977787018
【美式賣場】翠果子 航空米果 綜合禮盒(20G X 30入),"TRYGOODZ 翠菓子 航空米果 20包, 280g, 1盒",0.4711173474788666
【豆之家】翠果子航空米果禮盒｜角小酥｜櫻花米果｜原味豆｜醬燒豆｜香草米果｜純素｜翠菓子(14Gx20包/盒),"TRYGOODZ 翠菓子 航空米果 20包, 280g, 1盒",0.4468708336353302
【豆之家】整大袋 航空米果✈️系列 Mido 翠果子超取最多4大袋🔺頭等艙 經濟艙 商務艙 相撲米果 日式 空軍一號 台灣,"翠菓子 MIDO商務艙航空米果, 15g, 100包",0.40731561183929443
【豆之家】翠果子｜超大葡萄乾X10袋｜無籽鮮果乾｜無調味｜純素 ｜翠菓子(280G/袋),"TRYGOODZ 翠菓子 長榮嚴選 菓舖物語米菓 輕巧包, 14g, 18包",0.4270298480987549
【豆之家】翠果子-Mido航空米果 4袋組(頭等艙/商務艙/經濟艙/日式綜合米果/相撲米果),"翠菓子 MIDO商務艙航空米果, 15g, 100包",0.4572446048259735
【豆之家】翠果子-Mido航空米果 空軍一號X3袋(14Gx36包/袋),"TRYGOODZ 翠菓子 MIDO航空版綜合米菓, 180g, 1包",0.4595129191875458
【美式賣場】豆之家 翠果子 航空米果綜合禮盒(20Gx30包),"TRYGOODZ 翠菓子 航空米果 20包, 280g, 1盒",0.4669091999530792
【美式賣場】豆之家 翠果子 航空米果綜合禮盒X6盒(20Gx30包/盒),"TRYGOODZ 翠菓子 航空米果 20包, 280g, 1盒",0.4593249261379242
【豆之家】翠果子Mido航空版綜合米果｜杏仁｜海苔卷｜櫻花米果｜海苔黃豆｜原味豆｜翠菓子(180G/袋X4),"TRYGOODZ 翠菓子 走走寶島旅行米果禮盒 25包, 鹽味杏仁 + 醬燒米果 + 角小酥 + 海苔卷 + 原味米香, 1盒",0.4452739953994751
【豆之家】翠果子｜天天Bite綜合堅果禮盒X4盒｜無調味｜膳食纖維｜年節禮盒｜伴手禮｜翠俽子(22小包/盒),"TRYGOODZ 翠菓子 天天Bites綜合堅果 22包, 550g, 1袋",0.4349498450756073
【翠果子】航空米果 翠菓子 米果 航空米菓 日式米果 豆之家 空軍一號 相撲米果 頭等艙 經濟艙 商務艙 零食 米菓 餅乾 零嘴,"TRYGOODZ 翠菓子 航空米果 20包, 280g, 1盒",0.43865031003952026
【豆之家】翠果子-Mido航空米果 5袋組(頭等艙/商務艙/經濟艙/日式綜合米果/相撲米果),"翠菓子 MIDO商務艙航空米果, 15g, 100包",0.45622116327285767
