MOMO Title,Product Title,Similarity
【Ataraxis 興安】3D立體醫療口罩 50入/盒 M/L/Xl小臉款 成人加大款 3D口罩 醫用口罩,"令和 成人3D韓式立體醫療口罩 未滅菌 20.5 x 8.2cm, 復古粉, 10片, 3盒",0.42406201362609863
【順易利】3D立體成人醫療口罩 30入 鬆緊帶口罩 耳繩口罩 壓條鼻樑口罩 台灣製造 多色任選 繽紛 顏色 專品藥局(台灣製 立體口罩),"令和 成人3D韓式立體醫療口罩 未滅菌 20.5 x 8.2cm, 螢石綠, 10片, 3盒",0.40780913829803467
【華淨醫材】成人 立體口罩 3D口罩 醫療口罩 醫用口罩 台灣製(3D 立體 口罩 進出醫療院所、預防飛沫傳染),"令和 成人3D韓式立體醫療口罩 未滅菌 20.5 x 8.2cm, 螢石綠, 10片, 3盒",0.4307125508785248
【淨新】成人3D口罩-細耳帶/寬耳帶成人口罩 立體口罩 淨新口罩 醫療口罩,"令和 3D韓式立體醫療口罩 成人款, 午夜藍, 10片, 3盒",0.41975516080856323
【Ataraxis 興安】興安 兒童/中童立體醫療口罩 顏色任選 細繩耳帶 50入/盒 兒童口罩 立體口罩 3D口罩 台灣製 專品藥局,"JUN 郡昱 兒童3D立體醫療口罩 未滅菌 12 x 9cm, 彩虹小馬, 30片, 1盒",0.46351003646850586
興安成人3D立體醫療口罩 台灣製 細繩耳帶 多款任選(50入/盒),"令和 3D韓式立體醫療口罩 成人款, 午夜藍, 10片, 3盒",0.43256208300590515
【Cs 嚴選】Cs凱馺國際 幼幼3D立體 1-4歲 幼童立體口罩 10入(幼幼口罩 幼童口罩 小童口罩 醫療口罩),"3D幼幼未滅菌天心醫療口罩, 冰淇淋車車, 30片, 1盒",0.45080533623695374
【Ataraxis 興安】興安 立體口罩 50入 嬰兒口罩 兒童口罩 幼童口罩 中童 3D醫療口罩 嫩嬰 幼幼 口罩 醫用 兒童立體醫療口罩,"JUN 郡昱 兒童3D立體醫療口罩 未滅菌 12 x 9cm, 草莓甜點屋, 30片, 1盒",0.4615445137023926
【Missu】健康天使 現貨 加大口罩大臉專用 成人3D立體耳掛口罩 無痛耳掛 醫療口罩(30入/盒),"吸護 成人3D立體全包覆口罩 加大 B0851XL 14.2 x 13.7cm, 黑色, 50片, 1盒",0.4129493236541748
【順易利】兒童立體口罩 幼幼立體口罩 3D立體醫療口罩 30入 台灣製(兒童 幼幼 3D 立體 口罩 汪汪隊 醫療口罩),"JUN 郡昱 兒童3D立體醫療口罩 未滅菌 12 x 9cm, 草莓甜點屋, 30片, 1盒",0.45755627751350403
【順易利】美顏款 3D立體成人醫療口罩 15款顏色任選 30入/盒 舒適耳帶 台灣製造 Cns14774 專品藥局,"令和 成人3D韓式立體醫療口罩 未滅菌 20.5 x 8.2cm, 螢石綠, 10片, 3盒",0.4246376156806946
【Csd 中衛】中衛醫療口罩-成人立體-3D刷淡牛仔1盒(+丹寧牛仔迷你包),"CSD 中衛 成人二級醫療口罩, 50片, 1盒, 厚藍",0.4197748899459839
【Jun 郡昱】4-8歲 兒童3D立體醫用口罩 30入1盒幼童口罩 無鼻樑壓條 高彈力舒適耳帶 醫療口罩,"JUN 郡昱 兒童3D立體醫療口罩 未滅菌 12 x 9cm, 草莓甜點屋, 30片, 1盒",0.4773949682712555
【Oneder 旺達】凱蒂貓 3D立體醫療口罩 0重力口罩By01X1盒-15入/盒(一般醫療 /成人口罩 /雙鋼印 /台灣製造),"令和 成人3D韓式立體醫療口罩 未滅菌 20.5 x 8.2cm, 摩卡奶茶, 10片, 4盒",0.41906172037124634
【Csd 中衛】中衛醫療口罩-成人立體-3D刷淡牛仔(30入/盒),"CSD 中衛 成人二級醫療口罩, 50片, 1盒, 厚藍",0.446013867855072
【匠心】成人平面 3D立體 醫療口罩 鋼彈系列 剎帝利/新安州 多款任選 20入/盒 實體店面 專品藥局(聯名 動畫 卡通 鋼彈),"令和 成人3D韓式立體醫療口罩 未滅菌 20.5 x 8.2cm, 復古粉, 10片, 3盒",0.4094725251197815
【Jin Shin Fa 金興發】匠心 兒童3D彈力醫用口罩 50入/盒 藍色S(兒童口罩 醫療用 口罩 防疫),"星安3D 兒童醫療口罩 30片, 快樂棕熊, 1盒",0.45104530453681946
德冠 兒童 幼童 3D立體口罩 醫療口罩 3D口罩 兒童口罩 多款可選 50入/盒澄石藥局✚實體店面,"JUN 郡昱 兒童3D立體醫療口罩 未滅菌 12 x 9cm, 草莓甜點屋, 30片, 1盒",0.4733429551124573
【小麥購物】D&M 淨新 3D醫療口罩 寬繩50入(兒童口罩 孩童口罩 立體口罩 幼童 幼幼 幼童口罩 小朋友口罩),"JUN 郡昱 兒童3D立體醫療口罩 未滅菌 12 x 9cm, 草莓甜點屋, 30片, 1盒",0.45683878660202026
【淨新】3D立體成人細耳 50枚入(立體口罩 淨新口罩 醫療口罩 成人口罩 醫用口罩 口罩醫療 淨新 口罩 3D),"令和 成人3D韓式立體醫療口罩 未滅菌 20.5 x 8.2cm, 螢石綠, 10片, 3盒",0.42708683013916016
【永猷】永猷 兒童3D立體醫療口罩 14.5X10.5Cm 怪手 兔子 50入/盒 專品藥局(台灣製 醫療口罩 台灣製造 Cns14774),"JUN 郡昱 兒童3D立體醫療口罩 未滅菌 12 x 9cm, LOVE YOU 兔, 30片, 1盒",0.4572735130786896
【新寵兒】4入組-3D成人立體醫療口罩(漸層系列 10片/袋),"新寵兒 立體3D 成人醫療口罩 未滅菌 135 x 88cm 10片, 樺木, 1包",0.4432262182235718
【咪咪購物】D&M 淨新科技｜醫療立體成人口罩｜一盒50入(3D細耳口罩 淨新立體口罩 成人醫療口罩 不脫妝),"令和 成人3D韓式立體醫療口罩 未滅菌 20.5 x 8.2cm, 螢石綠, 10片, 3盒",0.417583703994751
【明基健康生活】幸福物語 寶寶系列 究極の3D立體醫療口罩10片/盒-4色任選(0-1歲新生兒、嫩嬰兒適用),"新寵兒 立體3D 成人醫療口罩 未滅菌 135 x 88cm 10片, 樺木, 1包",0.43564727902412415
【易廷-Kuroro聯名款】醫療級 醫用口罩(幼幼3D立體口罩 20入/盒 印花系列  Md雙鋼印 國家隊 卜公家族),"3D幼幼未滅菌天心醫療口罩, 冰淇淋車車, 30片, 1盒",0.42605018615722656
億宏3D成人立體醫用口罩 3D立體細繩(3D成人口罩 3D細繩 小臉口罩 醫療口罩),"匠心 成人3D立體醫用口罩, 晴天藍, 50片, 1盒",0.4232674539089203
【Csd 中衛】中衛醫療口罩-成人立體-3D水洗牛仔(30入/盒),"CSD 中衛 成人二級醫療口罩, 50片, 1盒, 厚藍",0.4392283856868744
【辰昱】辰昱小童3D透氣醫療口罩10入/包(3-7歲/無鼻樑條/親膚透氣),"星安3D 兒童醫療口罩 30片, 快樂棕熊, 1盒",0.43342894315719604
【Missu】健康天使 Mit兒童3D立體耳繩醫療口罩7-12歲 小臉女適用(30入/包),"JUN 郡昱 兒童3D立體醫療口罩 未滅菌 12 x 9cm, 小美人魚, 30片, 1盒",0.45046982169151306
【Csd 中衛】醫療口罩 成人立體 3D 天空藍(30片/盒),"CSD 中衛 成人二級醫療口罩, 50片, 1盒, 厚藍",0.4558112323284149
【天心】3D成人立體醫療口罩 涼感防脫妝(牛仔系列 單片包裝/20片/盒),"匠心 成人3D立體醫用口罩, 晴天藍, 50片, 1盒",0.43631961941719055
【Csd 中衛】醫療口罩-3D立體-深丹寧1盒入-鬆緊耳帶(30入/盒),"CSD 中衛 成人二級醫療口罩, 50片, 1盒, 厚藍",0.4329488277435303
【明基健康生活】幸福物語 兒童系列 究極の3D立體醫療口罩10片/盒-4色任選(3-8歲兒童適用),"JUN 郡昱 兒童3D立體醫療口罩 未滅菌 12 x 9cm, 草莓甜點屋, 30片, 1盒",0.4740500748157501
【康丞】成人 兒童 幼幼 3D立體醫療口罩(迪士尼授權 米奇 小熊維尼 聖誕節口罩),"康乃馨 3D立體兒童醫療口罩, 粉色 獨角獸, 30片, 1盒",0.42664504051208496
【Joeki】淨新3D成人細耳口罩(加大細耳帶 寬耳 莫蘭迪色 醫療口罩 兒童口罩 立體口罩 成人口罩 一次性),"JUN 郡昱 兒童3D立體醫療口罩 未滅菌 12 x 9cm, 小美人魚, 30片, 1盒",0.4531462490558624
【辰昱】辰昱3D立體醫療口罩30入/共兩盒(透氣成人加大3D口罩),"令和 3D韓式立體醫療口罩 成人款, 午夜藍, 10片, 3盒",0.435758113861084
【天心】3D成人立體醫療口罩 涼感防脫妝(十字紋系列 單片包裝/20片/盒),"令和 3D韓式立體醫療口罩 成人款, 午夜藍, 10片, 3盒",0.44418051838874817
【辰昱】辰昱3D立體醫療口罩30入/共三盒(透氣成人加大3D口罩),"令和 3D韓式立體醫療口罩 成人款, 午夜藍, 10片, 3盒",0.43711569905281067
【易廷-Kuroro聯名款】醫療級 醫用口罩(兒童3D立體口罩 30入/盒 印花系列  Md雙鋼印 國家隊 卜公家族),"JUN 郡昱 兒童3D立體醫療口罩 未滅菌 12 x 9cm, 草莓甜點屋, 30片, 1盒",0.4606809616088867
【博寶兒】佩佩豬 3D立體兒童醫療口罩15入-雲朵城堡(聯名款 台灣製 寬耳帶 四層防護 Sdc),"JUN 郡昱 兒童3D立體醫療口罩 未滅菌 12 x 9cm, 彩虹小馬, 30片, 1盒",0.4409952461719513
【明基健康生活】幸福物語 究極の3D彩繪醫療口罩10片/盒-4色任選(寶寶/幼幼/兒童/成人尺寸),"YSH 益勝軒 幼幼3D醫療口罩 未滅菌 1~4歲, 歡樂校園, 50片, 1盒",0.43895918130874634
【醫強】成人3D立體醫用口罩 X1盒(30入/盒 極舒適 極輕量 超無感),"令和 3D韓式立體醫療口罩 成人款, 午夜藍, 10片, 3盒",0.43325886130332947
【Csd 中衛】醫療口罩-3D立體-海芋黃1盒入-鬆緊耳帶(30入/盒),"CSD 中衛 成人二級醫療口罩, 50片, 1盒, 厚藍",0.42949044704437256
【大茶飯 Voisey 兒童醫療口罩】摺紙動物園-兒童 Origami Zoo- Kids(設計款 -3D立體醫療口罩 30片裝),"JUN 郡昱 兒童3D立體醫療口罩 未滅菌 12 x 9cm, 小美人魚, 30片, 1盒",0.44351842999458313
【順易利】成人3D立體醫用口罩 顏色任選 30入/盒(美顏款M號),"匠心 成人3D立體醫用口罩, 晴天藍, 50片, 1盒",0.4249095916748047
【順易利】3D立體醫用口罩-30片/盒(幼童口罩、兒童口罩、成人口罩、立體口罩),"JUN 郡昱 兒童3D立體醫療口罩 未滅菌 12 x 9cm, FLOWER, 30片, 1盒",0.46083909273147583
【一心一罩】嫩嬰3D立體4層高防護醫用口罩 10入/袋(雙鋼印/兒童口罩/嬰兒口罩/親子口罩),"JUN 郡昱 兒童3D立體醫療口罩 未滅菌 12 x 9cm, 草莓甜點屋, 30片, 1盒",0.4557814300060272
【匠心】成人3D立體彈力醫用口罩 粉色(50入/盒 L尺寸),"匠心 成人3D立體醫用口罩, 晴天藍, 50片, 1盒",0.46008384227752686
【艾爾絲】成人3D立體醫療口罩30片X3盒組(透氣不起毛 多色任選),"新寵兒 立體3D 成人醫療口罩 未滅菌 135 x 88cm 10片, 樺木, 1包",0.41142791509628296
【博寶兒】Tayo 立體3D兒童醫療口罩 15入/盒(聯名款 台灣製 寬耳帶 四層防護),"康乃馨 3D立體兒童醫療口罩, 粉色 獨角獸, 30片, 1盒",0.4479742646217346
【天天】兒童3D立體彈力醫用口罩 娃娃熊款(50入/盒),"星安3D 兒童醫療口罩 30片, 快樂棕熊, 1盒",0.4262540638446808
【Csd 中衛】醫療口罩-3D立體-軍綠1盒入-鬆緊耳帶(30入/盒),"CSD 中衛 成人二級醫療口罩, 50片, 1盒, 厚藍",0.4403803050518036
【Csd 中衛】醫療口罩-3D立體-夜幕灰1盒入-鬆緊耳帶(30入/盒),"CSD 中衛 成人二級醫療口罩, 50片, 1盒, 厚藍",0.44829320907592773
【Csd 中衛】中衛醫療口罩 成人立體 3D 牛仔Cool-丹寧牛仔(30入/盒),"CSD 中衛 成人二級醫療口罩, 50片, 1盒, 厚藍",0.4189513027667999
【Csd 中衛】醫療口罩-3D立體-月河藍1盒入-鬆緊耳帶(30入/盒),"CSD 中衛 成人二級醫療口罩, 50片, 1盒, 厚藍",0.43889087438583374
【台灣康匠】友你 成人款-3D彈力立體醫療口罩(2盒組 50入/盒),"匠心 醫用級3D彈力口罩 S號 4~8歲, 藍色, 50片, 1盒",0.4377589225769043
【德冠Dg】3D立體成人醫療口罩X3盒(35入/盒 多款顏色任意選擇),"令和 3D韓式立體醫療口罩 成人款, 午夜藍, 10片, 3盒",0.41131591796875
【華淨醫材】3D立體耳帶式醫療口罩-制服藍(幼幼30入/盒),"3D幼幼未滅菌天心醫療口罩, 冰淇淋車車, 30片, 1盒",0.45985957980155945
【順易利】成人3D立體醫用醫療口罩(黑/白-30入),"令和 3D韓式立體醫療口罩 成人款, 神秘黑, 10片, 3盒",0.4311162531375885
【一心一罩】任選3款│成人小臉3D立體高防護醫用口罩10入/袋(雙鋼印/小V臉/小臉/大童/親子口罩),"JUN 郡昱 兒童3D立體醫療口罩 未滅菌 12 x 9cm, 小美人魚, 30片, 1盒",0.43225762248039246
【盛籐】新年龍年 3D幼幼+兒童立體醫療口罩(30入/盒),"3D幼幼未滅菌天心醫療口罩, 冰淇淋車車, 30片, 1盒",0.4457513689994812
【辰昱】辰昱3D涼感醫療口罩_20入單片裝/盒(沁透涼爽/滑順親膚/加大版型),"令和 3D韓式立體醫療口罩 成人款, 午夜藍, 10片, 3盒",0.4301706850528717
【華淨醫材】3D立體耳帶式醫療口罩-奶嘴黃(兒童30入/盒),"康乃馨 3D立體兒童醫療口罩, 粉色 獨角獸, 30片, 2盒",0.4437727630138397
【Csd 中衛】醫療口罩-3D立體-酷黑迷彩1盒入-鬆緊耳帶(30入/盒),"CSD 中衛 成人二級醫療口罩, 50片, 1盒, 厚藍",0.4069121778011322
【匠心】成人3D立體彈力醫用口罩 藍色 *3盒  (50入/盒 L尺寸),"匠心 成人3D立體醫用口罩, 晴天藍, 50片, 1盒",0.4779892861843109
【明基健康生活】幸福物語 成人系列 究極の3D立體醫療口罩10片/袋-4色任選(成人適用 密封夾鏈袋裝),"令和 成人3D韓式立體醫療口罩 未滅菌 20.5 x 8.2cm, 摩卡奶茶, 10片, 4盒",0.426961749792099
【Benqhealth 明基健康生活】幸福物語 極凍舘3D立體醫療口罩10片/盒X4盒(瞬間涼感 成人、Xl雙尺寸),"令和 成人3D韓式立體醫療口罩 未滅菌 20.5 x 8.2cm, 螢石綠, 10片, 3盒",0.4186279773712158
【盛籐】2盒組-多款任選3D幼幼+兒童立體醫療口罩(30入/盒),"3D幼幼未滅菌天心醫療口罩, 冰淇淋車車, 30片, 1盒",0.4534262418746948
【盛籐】3D成人立體醫療口罩(莫蘭迪系列 10片/包),"令和 3D韓式立體醫療口罩 成人款, 午夜藍, 10片, 3盒",0.4036973714828491
【明基健康生活】幸福物語 成人Xl系列 究極舘3D立體醫療口罩超值4盒組-10片/盒(加大尺寸 4色任選),"吸護 成人3D立體全包覆口罩 加大 B0851XL 14.2 x 13.7cm, 黑色, 50片, 1盒",0.43141546845436096
【天天】兒童3D立體彈力醫用口罩 恐龍款(50入/盒),"星安3D 兒童醫療口罩 30片, 快樂棕熊, 1盒",0.4303790330886841
【Benqhealth 明基健康生活】幸福物語 成人/加大系列 究極の3D立體醫療口罩 多色任選 10片/盒,"令和 成人3D韓式立體醫療口罩 未滅菌 20.5 x 8.2cm, 螢石綠, 10片, 3盒",0.4105401039123535
【盛籐】3盒組-3D成人立體醫療口罩(莫蘭迪系列 絲綢質感 10片/包),"令和 3D韓式立體醫療口罩 成人款, 午夜藍, 10片, 3盒",0.4147816002368927
【Csd 中衛】醫療口罩-3D立體-裸橙1盒入-鬆緊耳帶(30入/盒),"CSD 中衛 成人二級醫療口罩, 50片, 1盒, 厚藍",0.42884474992752075
【昌明生技】成人3D醫用口罩-耳繩款/L/加大款(30入/盒),"匠心 成人3D立體醫用口罩, 晴天藍, 50片, 1盒",0.4012967348098755
【盛籐】多款任選3D幼幼+兒童立體醫療口罩(30入/盒),"3D幼幼未滅菌天心醫療口罩, 冰淇淋車車, 30片, 1盒",0.4530521035194397
【明基健康生活】幸福物語 究極舘3D彩繪醫療口罩10片×3盒-4色任選(寶寶/幼幼/兒童/成人尺寸),"YSH 益勝軒 幼幼3D醫療口罩 未滅菌 1~4歲, 歡樂校園, 50片, 1盒",0.44160863757133484
【德冠Dg】3D立體兒童醫療口罩X1盒(50入/盒 親水層光滑不起毛),"JUN 郡昱 兒童3D立體醫療口罩 未滅菌 12 x 9cm, 小美人魚, 30片, 1盒",0.4328349232673645
【匠心】成人3D立體彈力醫用口罩 粉色*3盒(50入/盒 L尺寸),"匠心 成人3D立體醫用口罩, 晴天藍, 50片, 1盒",0.46780550479888916
【永猷】兒童3D立體醫療口罩 多款任選 50入/盒,"JUN 郡昱 兒童3D立體醫療口罩 未滅菌 12 x 9cm, FLOWER, 30片, 1盒",0.44626322388648987
【Csd 中衛】醫療口罩-成人立體-3D Simply White Aw24 - 暮夜紫、暮雪灰(30片/盒),"CSD 中衛 成人二級醫療口罩, 50片, 1盒, 厚藍",0.4275387227535248
【德冠Dg】3D立體兒童醫療口罩 X3盒(50入/盒 親水層光滑不起毛),"JUN 郡昱 兒童3D立體醫療口罩 未滅菌 12 x 9cm, 小美人魚, 30片, 1盒",0.4316502809524536
【明基健康生活】幸福物語 幼幼系列 究極舘3D立體醫療口罩超值4盒組-10片/盒(1-4歲幼兒適用 4色選),"YSH 益勝軒 幼幼3D醫療口罩 未滅菌 1~4歲, 歡樂校園, 50片, 1盒",0.44737353920936584
【Csd 中衛】醫療口罩 成人立體 3D Purely Nude-6款裸度可選(30入/盒)1111Campaign,"令和 3D韓式立體醫療口罩 成人款, 午夜藍, 10片, 3盒",0.404910683631897
【郡昱】成人/兒童3D立體醫療口罩一盒/30入(適合1-8歲-兒童口罩、成人口罩),"JUN 郡昱 兒童3D立體醫療口罩 未滅菌 12 x 9cm, FLOWER, 30片, 1盒",0.4727691411972046
