product_name,product_price,product_url
"Alessi Germano 鞋把 41cm, 1支","$1,029",https://www.tw.coupang.com/products/Alessi-Germano-%E9%9E%8B%E6%8A%8A-41cm-478087426801673?itemId=478087426818056&vendorItemId=478087426834437&sourceType=search&rank=&searchId=d18481d46cf64c4a86d1bce523efa642&q=%E9%9E%8B%E6%8A%8A
"Shoe Doctor 便攜式水牛角柄鞋把 S0317 10cm, 混色, 1個",$409,https://www.tw.coupang.com/products/Shoe-Doctor-%E4%BE%BF%E6%94%9C%E5%BC%8F%E6%B0%B4%E7%89%9B%E8%A7%92%E6%9F%84%E9%9E%8B%E6%8A%8A-S0317-10cm-21002110369836?itemId=21003584800953&vendorItemId=21071570603188&sourceType=search&rank=1&searchId=d18481d46cf64c4a86d1bce523efa642&q=%E9%9E%8B%E6%8A%8A
"Shoe Doctor 便攜式水牛角柄鞋把 S0326 15cm, 混色, 1個",$588,https://www.tw.coupang.com/products/Shoe-Doctor-%E4%BE%BF%E6%94%9C%E5%BC%8F%E6%B0%B4%E7%89%9B%E8%A7%92%E6%9F%84%E9%9E%8B%E6%8A%8A-S0326-15cm-21002110354225?itemId=21003584779516&vendorItemId=21071570581753&sourceType=search&rank=2&searchId=d18481d46cf64c4a86d1bce523efa642&q=%E9%9E%8B%E6%8A%8A
"Pipihomeliving 鞋子鞋拔 19.5cm, 2個, 黑色",$100,https://www.tw.coupang.com/products/Pipihomeliving-%E9%9E%8B%E5%AD%90%E9%9E%8B%E6%8B%94-19.5cm-21008125639600?itemId=21023064511995&vendorItemId=21090098114382&sourceType=search&rank=3&searchId=d18481d46cf64c4a86d1bce523efa642&q=%E9%9E%8B%E6%8A%8A
"鞋拔75cm, 1個",$105,https://www.tw.coupang.com/products/%E9%9E%8B%E6%8B%9475cm-21000274938132?itemId=21000868723813&vendorItemId=21070808496806&sourceType=search&rank=4&searchId=d18481d46cf64c4a86d1bce523efa642&q=%E9%9E%8B%E6%8A%8A
"米諾諾實木加長鞋拔 70 x 4 x 1.2cm, 1支",$100,https://www.tw.coupang.com/products/%E7%B1%B3%E8%AB%BE%E8%AB%BE%E5%AF%A6%E6%9C%A8%E5%8A%A0%E9%95%B7%E9%9E%8B%E6%8B%94-70-x-4-x-1.2cm-466102295445509?itemId=466102295412743&vendorItemId=466102295445507&sourceType=search&rank=5&searchId=d18481d46cf64c4a86d1bce523efa642&q=%E9%9E%8B%E6%8A%8A
"懶人鞋拔, 短, 1支",$129,https://www.tw.coupang.com/products/%E6%87%B6%E4%BA%BA%E9%9E%8B%E6%8B%94-467915585306634?itemId=467915585323013&vendorItemId=467915585339394&sourceType=search&rank=6&searchId=d18481d46cf64c4a86d1bce523efa642&q=%E9%9E%8B%E6%8A%8A
"生活品質長鞋拔, 黑色, 1個",$296,https://www.tw.coupang.com/products/%E7%94%9F%E6%B4%BB%E5%93%81%E8%B3%AA%E9%95%B7%E9%9E%8B%E6%8B%94-21007133284884?itemId=21017892079003&vendorItemId=21085054984954&sourceType=search&rank=7&searchId=d18481d46cf64c4a86d1bce523efa642&q=%E9%9E%8B%E6%8A%8A
"Pp Home Living不銹鋼鞋拔 鞋子鞋拔, C型, 1個",$266,https://www.tw.coupang.com/products/Pp-Home-Living%E4%B8%8D%E9%8A%B9%E9%8B%BC%E9%9E%8B%E6%8B%94-%E9%9E%8B%E5%AD%90%E9%9E%8B%E6%8B%94-21008123164430?itemId=21023051146066&vendorItemId=21090084832868&sourceType=search&rank=8&searchId=d18481d46cf64c4a86d1bce523efa642&q=%E9%9E%8B%E6%8A%8A
"minono 米諾諾 磁吸式長柄鞋拔, 138352, 1支",$200,https://www.tw.coupang.com/products/minono-%E7%B1%B3%E8%AB%BE%E8%AB%BE-%E7%A3%81%E5%90%B8%E5%BC%8F%E9%95%B7%E6%9F%84%E9%9E%8B%E6%8B%94-466102215704592?itemId=466102215720977&vendorItemId=466102215704586&sourceType=search&rank=9&searchId=d18481d46cf64c4a86d1bce523efa642&q=%E9%9E%8B%E6%8A%8A
"便攜式折疊鞋拔, 2個, 黑色",$98,https://www.tw.coupang.com/products/%E4%BE%BF%E6%94%9C%E5%BC%8F%E6%8A%98%E7%96%8A%E9%9E%8B%E6%8B%94-21008357650457?itemId=21024150628375&vendorItemId=21091169358190&sourceType=search&rank=10&searchId=d18481d46cf64c4a86d1bce523efa642&q=%E9%9E%8B%E6%8A%8A
"高級皮革手柄鞋拔黑色, 1個",$615,https://www.tw.coupang.com/products/%E9%AB%98%E7%B4%9A%E7%9A%AE%E9%9D%A9%E6%89%8B%E6%9F%84%E9%9E%8B%E6%8B%94%E9%BB%91%E8%89%B2-21000001288230?itemId=21000005585900&vendorItemId=21003007077211&sourceType=search&rank=11&searchId=d18481d46cf64c4a86d1bce523efa642&q=%E9%9E%8B%E6%8A%8A
"現代風格鞋拔, 1個, 黑色",$68,https://www.tw.coupang.com/products/%E7%8F%BE%E4%BB%A3%E9%A2%A8%E6%A0%BC%E9%9E%8B%E6%8B%94-21008352560085?itemId=21024132212343&vendorItemId=21091151194793&sourceType=search&rank=12&searchId=d18481d46cf64c4a86d1bce523efa642&q=%E9%9E%8B%E6%8A%8A
"小林製藥 鞋用除菌消臭噴霧, 250ml, 2瓶",$170,https://www.tw.coupang.com/products/%E5%B0%8F%E6%9E%97%E8%A3%BD%E8%97%A5-%E9%9E%8B%E7%94%A8%E9%99%A4%E8%8F%8C%E6%B6%88%E8%87%AD%E5%99%B4%E9%9C%A7-260941555941383?itemId=265984719962130&vendorItemId=265985638498313&sourceType=search&rank=13&searchId=d18481d46cf64c4a86d1bce523efa642&q=%E9%9E%8B%E6%8A%8A
"生活品質便攜式鞋拔, 1個, 黑色",$262,https://www.tw.coupang.com/products/%E7%94%9F%E6%B4%BB%E5%93%81%E8%B3%AA%E4%BE%BF%E6%94%9C%E5%BC%8F%E9%9E%8B%E6%8B%94-21007121592950?itemId=21017832486545&vendorItemId=21084996221230&sourceType=search&rank=14&searchId=d18481d46cf64c4a86d1bce523efa642&q=%E9%9E%8B%E6%8A%8A
"Ettrain漆皮鞋拔 大 55cm, 棕色, 1個",$149,https://www.tw.coupang.com/products/Ettrain%E6%BC%86%E7%9A%AE%E9%9E%8B%E6%8B%94-%E5%A4%A7-55cm-21006248823942?itemId=21012654945735&vendorItemId=21079922319136&sourceType=search&rank=15&searchId=d18481d46cf64c4a86d1bce523efa642&q=%E9%9E%8B%E6%8A%8A
"Baco Gel攜帶式皮革皮鞋鞋拔, 1個, 葡萄酒",$178,https://www.tw.coupang.com/products/Baco-Gel%E6%94%9C%E5%B8%B6%E5%BC%8F%E7%9A%AE%E9%9D%A9%E7%9A%AE%E9%9E%8B%E9%9E%8B%E6%8B%94-21008185398386?itemId=21023408389186&vendorItemId=21090435523099&sourceType=search&rank=16&searchId=d18481d46cf64c4a86d1bce523efa642&q=%E9%9E%8B%E6%8A%8A
"S&Q簡易固定皮鞋鞋拔 62.5cm, 1個, 單色",$131,https://www.tw.coupang.com/products/S%26Q%E7%B0%A1%E6%98%93%E5%9B%BA%E5%AE%9A%E7%9A%AE%E9%9E%8B%E9%9E%8B%E6%8B%94-62.5cm-21008065925285?itemId=21022683952830&vendorItemId=21089719852868&sourceType=search&rank=17&searchId=d18481d46cf64c4a86d1bce523efa642&q=%E9%9E%8B%E6%8A%8A
"Kinyo 磨砂白防雨鞋套 RAS-5730 2XL, 透明, 1組",$149,https://www.tw.coupang.com/products/Kinyo-%E7%A3%A8%E7%A0%82%E7%99%BD%E9%98%B2%E9%9B%A8%E9%9E%8B%E5%A5%97-RAS-5730-2XL-161607485177865?itemId=161607925612553&vendorItemId=161607485177857&sourceType=search&rank=18&searchId=d18481d46cf64c4a86d1bce523efa642&q=%E9%9E%8B%E6%8A%8A
"皮革鋁鞋拔隨機出貨, 1個",$616,https://www.tw.coupang.com/products/%E7%9A%AE%E9%9D%A9%E9%8B%81%E9%9E%8B%E6%8B%94%E9%9A%A8%E6%A9%9F%E5%87%BA%E8%B2%A8-21000001288229?itemId=21000005585899&vendorItemId=21003007077210&sourceType=search&rank=19&searchId=d18481d46cf64c4a86d1bce523efa642&q=%E9%9E%8B%E6%8A%8A
"日本SP SAUCE大寬面兩種刷頭洗鞋刷 25.5 x 8 x 5 100g 2個, 灰色 + 綠色, 1組",$339,https://www.tw.coupang.com/products/%E6%97%A5%E6%9C%ACSP-SAUCE%E5%A4%A7%E5%AF%AC%E9%9D%A2%E5%85%A9%E7%A8%AE%E5%88%B7%E9%A0%AD%E6%B4%97%E9%9E%8B%E5%88%B7-25.5-x-8-x-5-100g-2%E5%80%8B-471899037450252?itemId=471899037466636&vendorItemId=471899037433865&sourceType=search&rank=20&searchId=d18481d46cf64c4a86d1bce523efa642&q=%E9%9E%8B%E6%8A%8A
